Country,WorkExp,EdLevel,DevType,RemoteWork,Age,OrgSize,LanguageHaveWorkedWith,ConvertedCompYearly
Poland,5.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end",Remote,25-34 years old,"1,000 to 4,999 employees",Bash/Shell (all shells);GDScript;Go;HTML/CSS;JavaScript;Lua;Python;SQL,68225.0
France,14.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,"Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,"10,000 or more employees",HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;VBA,59167.0
Switzerland,2.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, desktop or enterprise applications",In-person,25-34 years old,Less than 20 employees,C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,109114.0
Switzerland,10.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end",In-person,25-34 years old,"10,000 or more employees",Go;Java;Kotlin;Python,371979.0
India,11.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,"10,000 or more employees",HTML/CSS;Java;JavaScript;Python;SQL,15692.0
Kenya,6.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",25-34 years old,Less than 20 employees,C#;HTML/CSS;JavaScript;Python;TypeScript,19350.0
United States of America,19.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,20 to 99 employees,C;C++;Java;Python;Scala;SQL,187500.0
Spain,6.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile","Hybrid (some in-person, leans heavy to flexibility)",25-34 years old,"1,000 to 4,999 employees",C;C++;Java;JavaScript;Kotlin;MicroPython;Python;Swift;TypeScript,69609.0
Spain,5.0,Some college/university study without earning a degree,"Developer, back-end",Remote,25-34 years old,20 to 99 employees,Bash/Shell (all shells);C;C#;C++;GDScript;HTML/CSS;JavaScript;TypeScript,34804.0
France,35.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",System administrator,"Hybrid (some in-person, leans heavy to flexibility)",55-64 years old,"1,000 to 4,999 employees",HTML/CSS;PowerShell;Python;R,52207.0
Netherlands,10.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",Remote,25-34 years old,Less than 20 employees,C;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,81210.0
United States of America,17.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Applied scientist,"Hybrid (some remote, leans heavy to in-person)",35-44 years old,"10,000 or more employees",Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;Lisp;Python;Rust;TypeScript,245000.0
Uganda,6.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Support engineer or analyst,In-person,25-34 years old,100 to 499 employees,Bash/Shell (all shells);Python;SQL,13348.0
United States of America,14.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",35-44 years old,500 to 999 employees,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,151000.0
Russian Federation,7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",Remote,25-34 years old,"10,000 or more employees",Bash/Shell (all shells);Groovy;Java;Kotlin;Python;SQL,61245.0
Sweden,25.0,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Senior executive (C-suite, VP, etc.)",In-person,45-54 years old,500 to 999 employees,C++;HTML/CSS;Java;JavaScript;Python;R;Rust;Scala,104822.0
Denmark,6.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Hybrid (some in-person, leans heavy to flexibility)",25-34 years old,"10,000 or more employees",Bash/Shell (all shells);C#;Java;JavaScript;Python;TypeScript,77760.0
United States of America,11.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",Remote,25-34 years old,"5,000 to 9,999 employees",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,175000.0
Spain,23.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",DevOps engineer or professional,Remote,45-54 years old,Less than 20 employees,Bash/Shell (all shells);HTML/CSS;Python;Rust;SQL,85851.0
United States of America,29.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Architect, software or solutions","Hybrid (some remote, leans heavy to in-person)",45-54 years old,"10,000 or more employees",C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,195000.0
India,5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",In-person,25-34 years old,20 to 99 employees,C;C++;HTML/CSS;Java;JavaScript;Lua;PHP;PowerShell;Python;SQL;TypeScript,17436.0
Germany,1.0,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, back-end",Remote,25-34 years old,500 to 999 employees,Bash/Shell (all shells);C;TypeScript;Zig,81210.0
Belarus,30.0,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, back-end",Remote,45-54 years old,"10,000 or more employees",Java;JavaScript;Scala;SQL,39000.0
Germany,1.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Database administrator or engineer,"Hybrid (some remote, leans heavy to in-person)",18-24 years old,500 to 999 employees,Bash/Shell (all shells);HTML/CSS;JavaScript;Rust;SQL;TypeScript,11833.0
Czech Republic,3.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Other (please specify):,"Hybrid (some in-person, leans heavy to flexibility)",25-34 years old,"1,000 to 4,999 employees",C++,43295.0
Germany,25.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Architect, software or solutions","Hybrid (some in-person, leans heavy to flexibility)",45-54 years old,100 to 499 employees,Groovy;HTML/CSS;Java;JavaScript;PowerShell;SQL,116015.0
France,6.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack",In-person,25-34 years old,"1,000 to 4,999 employees",Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Lua;MATLAB;PHP;PowerShell;Prolog;Python;R;SQL;TypeScript;VBA;Visual Basic (.Net),48726.0
France,12.0,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, back-end",Remote,35-44 years old,20 to 99 employees,Rust,139218.0
South Africa,3.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, full-stack",Remote,45-54 years old,20 to 99 employees,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL,5638.0
Switzerland,6.0,Other (please specify):,System administrator,"Your choice (very flexible, you can come in when you want or just as needed)",25-34 years old,100 to 499 employees,Java;PHP;PowerShell;Python;VBA,128953.0
Romania,9.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",Remote,25-34 years old,"1,000 to 4,999 employees",GDScript;HTML/CSS;JavaScript;Lua;Python;TypeScript,44112.0
Lebanon,11.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",25-34 years old,20 to 99 employees,Assembly;Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;Perl;PHP;Python;SQL,65000.0
Italy,3.0,Some college/university study without earning a degree,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",25-34 years old,20 to 99 employees,C#;HTML/CSS;Java;JavaScript,34804.0
United States of America,15.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack",In-person,35-44 years old,"10,000 or more employees",Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Python;Zig,215000.0
France,8.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Other (please specify):,"Hybrid (some in-person, leans heavy to flexibility)",25-34 years old,100 to 499 employees,Ada;Assembly;Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;OCaml;Python;Rust,18562.0
Australia,15.0,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Senior executive (C-suite, VP, etc.)","Hybrid (some remote, leans heavy to in-person)",35-44 years old,"5,000 to 9,999 employees",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;R,110516.0
United States of America,16.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",35-44 years old,"5,000 to 9,999 employees",Ada;Bash/Shell (all shells);C;C#;C++;Lua;SQL,210000.0
United Kingdom of Great Britain and Northern Ireland,4.0,Some college/university study without earning a degree,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",18-24 years old,"1,000 to 4,999 employees",Fortran;JavaScript;Python;SQL;TypeScript,35822.0
Germany,12.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",35-44 years old,100 to 499 employees,TypeScript,104413.0
United Kingdom of Great Britain and Northern Ireland,5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",25-34 years old,Less than 20 employees,Bash/Shell (all shells);HTML/CSS;SQL;TypeScript,102106.0
France,6.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Hybrid (some remote, leans heavy to in-person)",25-34 years old,100 to 499 employees,C#;Python,59167.0
India,5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",AI/ML engineer,"Hybrid (some remote, leans heavy to in-person)",25-34 years old,"10,000 or more employees",Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL,18598.0
France,1.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",18-24 years old,20 to 99 employees,C#;C++;HTML/CSS;JavaScript;PowerShell;Python;SQL,41765.0
Belgium,15.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Cloud infrastructure engineer,"Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,100 to 499 employees,Bash/Shell (all shells);Java;Python,65885.0
United Kingdom of Great Britain and Northern Ireland,29.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Engineering manager,"Hybrid (some remote, leans heavy to in-person)",45-54 years old,500 to 999 employees,Bash/Shell (all shells);C;Erlang;Python,136141.0
Netherlands,7.0,"Associate degree (A.A., A.S., etc.)","Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",25-34 years old,100 to 499 employees,C#;HTML/CSS;JavaScript,63808.0
United Kingdom of Great Britain and Northern Ireland,7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",25-34 years old,Less than 20 employees,C#;Groovy;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,84408.0
South Africa,33.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",55-64 years old,"5,000 to 9,999 employees",Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Python;TypeScript,67655.0
Netherlands,15.0,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Academic researcher,"Hybrid (some remote, leans heavy to in-person)",35-44 years old,Less than 20 employees,Bash/Shell (all shells);HTML/CSS;Python;R,116015.0
Netherlands,4.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Hybrid (some remote, leans heavy to in-person)",25-34 years old,"1,000 to 4,999 employees",HTML/CSS;JavaScript;SQL,54527.0
Netherlands,18.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",DevOps engineer or professional,"Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,"1,000 to 4,999 employees",C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,99773.0
Serbia,2.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",DevOps engineer or professional,"Hybrid (some in-person, leans heavy to flexibility)",25-34 years old,"1,000 to 4,999 employees",Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,23203.0
China,1.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Other (please specify):,In-person,25-34 years old,100 to 499 employees,Bash/Shell (all shells);C;C#;C++;F#;HTML/CSS;JavaScript;OCaml;Python;Rust;SQL;TypeScript,54321.0
Peru,8.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Hybrid (some remote, leans heavy to in-person)",25-34 years old,Less than 20 employees,Bash/Shell (all shells);C++;Java;PowerShell;Python;SQL,17000.0
Canada,5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",Remote,25-34 years old,100 to 499 employees,HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL,58367.0
United States of America,18.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",Remote,35-44 years old,100 to 499 employees,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;SQL;TypeScript,210000.0
United Kingdom of Great Britain and Northern Ireland,8.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",25-34 years old,100 to 499 employees,Bash/Shell (all shells);C#;Dart;F#;JavaScript;Lua;PowerShell;Python;SQL;TypeScript,88492.0
Nigeria,6.0,Some college/university study without earning a degree,"Developer, back-end",Remote,18-24 years old,"1,000 to 4,999 employees",Bash/Shell (all shells);GDScript;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,5423.0
Italy,10.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Your choice (very flexible, you can come in when you want or just as needed)",35-44 years old,500 to 999 employees,Bash/Shell (all shells);Java;JavaScript;PHP;Python,66128.0
Poland,4.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Hybrid (some remote, leans heavy to in-person)",25-34 years old,"1,000 to 4,999 employees",Bash/Shell (all shells);Java;JavaScript;SQL,32748.0
France,14.0,"Associate degree (A.A., A.S., etc.)","Architect, software or solutions","Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,100 to 499 employees,Bash/Shell (all shells);Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Lua;PHP;Python;Rust;TypeScript,61488.0
China,5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Cybersecurity or InfoSec professional,"Hybrid (some in-person, leans heavy to flexibility)",18-24 years old,"Just me - I am a freelancer, sole proprietor, etc.",Bash/Shell (all shells);C++;Go;Java;JavaScript;Kotlin;PHP;PowerShell;Python;Rust;SQL;TypeScript,15000.0
France,10.0,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, embedded applications or devices","Hybrid (some remote, leans heavy to in-person)",25-34 years old,20 to 99 employees,Bash/Shell (all shells);C++;Python,87011.0
Germany,28.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",55-64 years old,100 to 499 employees,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,102093.0
Switzerland,10.0,"Associate degree (A.A., A.S., etc.)",System administrator,In-person,25-34 years old,"10,000 or more employees",PowerShell;SQL,123993.0
Spain,2.0,"Associate degree (A.A., A.S., etc.)","Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",18-24 years old,"10,000 or more employees",C#;Groovy;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,25523.0
Netherlands,10.0,Some college/university study without earning a degree,"Developer, front-end","Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,"10,000 or more employees",Bash/Shell (all shells);Erlang;HTML/CSS;JavaScript;Lisp;Lua;TypeScript;Gleam,95132.0
Brazil,10.0,Some college/university study without earning a degree,"Developer, back-end","Hybrid (some in-person, leans heavy to flexibility)",25-34 years old,"10,000 or more employees",Bash/Shell (all shells);Go;JavaScript;Python;SQL,23665.0
United States of America,5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",Remote,25-34 years old,"10,000 or more employees",C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,115000.0
United States of America,40.0,Some college/university study without earning a degree,"Developer, full-stack",Remote,55-64 years old,20 to 99 employees,JavaScript;Python;SQL,150000.0
United States of America,7.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist,Remote,25-34 years old,"10,000 or more employees",Python;SQL,138000.0
Israel,28.0,Some college/university study without earning a degree,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",45-54 years old,Less than 20 employees,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Perl;PHP;Python;Ruby;SQL;TypeScript,88243.0
Germany,13.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",Remote,25-34 years old,100 to 499 employees,Bash/Shell (all shells);C#;Elixir;F#;HTML/CSS;JavaScript;Python;SQL;TypeScript;Gleam,104413.0
United States of America,9.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",DevOps engineer or professional,"Your choice (very flexible, you can come in when you want or just as needed)",25-34 years old,20 to 99 employees,Bash/Shell (all shells);Python;SQL,140000.0
